TOTAL_QUANTITY,PRACTICE_CODE,ITEMS,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CHAPTER_PLUS_CODE,POSTCODE,YEAR_MONTH,NIC,ADQUSAGE,PRACTICE_NAME,ACTUAL_COST,BNF_DESCRIPTION,QUANTITY,PRACTICE_LATITUDE,PRACTICE_LONGITUDE
560,F84051,20,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,24.8,186.66667,STROUTS PLACE MEDICAL CENTRE,25.56572,Sukkarto SR 500mg tablets,28,51.52948,-0.0741499
224,Y03023,2,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,4.12,126.93333,ST ANDREWS HEALTH CENTRE,3.89855,Metformin 850mg tablets,112,51.5238708,-0.014907
56,F84710,1,Metformin hydrochloride/pioglitazone,06: Endocrine System,E14 3BQ,23-Dec,45.18,28,ISLAND HEALTH,42.49202,Pioglitazone 15mg / Metformin 850mg tablets,56,51.4953206,-0.0131985
252,F84054,3,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,7.29,84,THE LIMEHOUSE PRACTICE,7.19148,Metformin 500mg modified-release tablets,84,51.5112472,-0.0287506
56,F84714,4,Metformin hydrochloride,06: Endocrine System,,23-Dec,1.44,18.66667,ST.PAUL'S WAY MEDICAL CTR,1.80353,Metformin 500mg tablets,14,,
224,F84031,4,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,6.48,74.66667,THE JUBILEE STREET PRACTICE LTD,6.14229,Metformin 500mg modified-release tablets,56,51.5135999,-0.05055
448,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,12.96,149.33333,ABERFELDY PRACTICE,12.21019,Metformin 500mg modified-release tablets,224,51.51448982,-0.004900067
28,F84710,4,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,1.28,18.66667,ISLAND HEALTH,1.6531,Metformin 1g modified-release tablets,7,51.4953206,-0.0131985
84,F84054,1,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,1.55,47.6,THE LIMEHOUSE PRACTICE,1.56976,Metformin 850mg tablets,84,51.5112472,-0.0287506
28,F84656,4,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,1.28,18.66667,DOCKLANDS MEDICAL CENTRE,1.6531,Metformin 1g modified-release tablets,7,51.4911493,-0.0211539
672,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,30.36,448,CITY SQUARE MEDICAL GROUP,28.595,Metformin 1g modified-release tablets,168,51.5139726,-0.0550705
112,F84081,1,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,6,37.33333,THE SPITALFIELDS PRACTICE,5.65378,Meijumet 500mg modified-release tablets,112,51.5173976,-0.0696235
84,F84083,6,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,3.78,56,BETHNAL GREEN HEALTH CTR.,4.22847,Metformin 1g modified-release tablets,14,51.5269199,-0.06426
1344,F84044,48,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,38.88,448,HARLEY GROVE MEDICAL CTR.,41.95137,Metformin 500mg modified-release tablets,28,51.5285212,-0.0288617
336,F84044,1,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,8.52,112,HARLEY GROVE MEDICAL CTR.,8.02317,Metformin 500mg tablets,336,51.5285212,-0.0288617
896,Y03023,16,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,25.92,298.66667,ST ANDREWS HEALTH CENTRE,24.56918,Metformin 500mg modified-release tablets,56,51.5238708,-0.014907
224,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,6.48,74.66667,ABERFELDY PRACTICE,6.11749,Metformin 500mg modified-release tablets,112,51.51448982,-0.004900067
156,F84054,1,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,3.96,52,THE LIMEHOUSE PRACTICE,3.83571,Metformin 500mg tablets,156,51.5112472,-0.0287506
56,F84747,1,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,1.62,18.66667,THE BARKANTINE PRACTICE,1.53557,Metformin 500mg modified-release tablets,56,51.50071373,-0.025713573
896,F84714,8,Metformin hydrochloride,06: Endocrine System,,23-Dec,22.72,298.66667,ST.PAUL'S WAY MEDICAL CTR,21.46124,Metformin 500mg tablets,112,,
368,F84031,2,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,9.34,122.66667,THE JUBILEE STREET PRACTICE LTD,9.00655,Metformin 500mg tablets,184,51.5135999,-0.05055
672,F84114,6,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,30.36,448,CITY SQUARE MEDICAL GROUP,28.6198,Metformin 1g modified-release tablets,112,51.5139726,-0.0550705
112,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,3.84,37.33333,CITY SQUARE MEDICAL GROUP,3.72289,Glucophage 500mg tablets,112,51.5139726,-0.0550705
896,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,39.68,298.66667,CITY SQUARE MEDICAL GROUP,37.35795,Sukkarto SR 500mg tablets,224,51.5139726,-0.0550705
1008,F84733,9,Metformin hydrochloride,06: Endocrine System,E1 6PU,23-Dec,25.56,336,HEALTH E1,24.1439,Metformin 500mg tablets,112,51.51840149,-0.071586891
112,F84718,1,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,3.84,37.33333,THE BLITHEHALE MED.CTR.,3.72289,Glucophage 500mg tablets,112,51.52377,-0.0651999
1568,F84747,14,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,111.16,1045.33333,THE BARKANTINE PRACTICE,104.68964,Sukkarto SR 1000mg tablets,112,51.50071373,-0.025713573
56,F84747,4,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,1.64,18.66667,THE BARKANTINE PRACTICE,1.99158,Metformin 500mg modified-release tablets,14,51.50071373,-0.025713573
504,F84039,9,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,14.58,168,GOODMAN'S FIELD HEALTH CENTRE,13.82016,Metformin 500mg modified-release tablets,56,51.5130236,-0.0687569
18032,F84039,161,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,457.24,6010.66666,GOODMAN'S FIELD HEALTH CENTRE,431.90748,Metformin 500mg tablets,112,51.5130236,-0.0687569
504,F84118,2,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,12.78,168,WELLINGTON WAY HEALTH CENTRE,12.04095,Metformin 500mg tablets,252,51.52589465,-0.02501745
672,F84034,2,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Dec,19.44,224,ST.STEPHENS HEALTH CENTRE,18.30288,Metformin 500mg modified-release tablets,336,51.5321726,-0.03100495
294,F84710,21,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,13.23,196,ISLAND HEALTH,14.79965,Metformin 1g modified-release tablets,14,51.4953206,-0.0131985
360,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,9.13,120,ISLAND HEALTH,8.69671,Metformin 500mg tablets,360,51.4953206,-0.0131985
1008,F84656,6,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,25.56,336,DOCKLANDS MEDICAL CENTRE,24.1067,Metformin 500mg tablets,168,51.4911493,-0.0211539
252,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Dec,6.39,84,ST. KATHERINE'S DOCK PRACTICE,6.02047,Metformin 500mg tablets,252,51.5071804,-0.0682198
252,F84031,18,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,11.16,84,THE JUBILEE STREET PRACTICE LTD,12.51617,Sukkarto SR 500mg tablets,14,51.5135999,-0.05055
420,F84114,20,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,10.6,140,CITY SQUARE MEDICAL GROUP,12.21445,Metformin 500mg tablets,21,51.5139726,-0.0550705
1680,F84114,5,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,74.4,560,CITY SQUARE MEDICAL GROUP,70.01516,Sukkarto SR 500mg tablets,336,51.5139726,-0.0550705
1200,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,223.2,80,GOODMAN'S FIELD HEALTH CENTRE,209.88429,Metformin 500mg/5ml oral solution sugar free,600,51.5130236,-0.0687569
504,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,12.78,168,GOODMAN'S FIELD HEALTH CENTRE,12.02855,Metformin 500mg tablets,504,51.5130236,-0.0687569
2352,Y03023,7,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,68.04,784,ST ANDREWS HEALTH CENTRE,64.0601,Metformin 500mg modified-release tablets,336,51.5238708,-0.014907
252,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Dec,7.29,84,TREDEGAR PRACTICE,6.96668,Metformin 500mg modified-release tablets,252,51.53114,-0.03161
1008,F84656,3,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,25.56,336,DOCKLANDS MEDICAL CENTRE,24.0695,Metformin 500mg tablets,336,51.4911493,-0.0211539
10,F84656,1,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,0.29,3.33333,DOCKLANDS MEDICAL CENTRE,0.38507,Metformin 500mg modified-release tablets,10,51.4911493,-0.0211539
434,F84122,31,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,19.53,289.33333,XX PLACE HEALTH CENTRE,21.84711,Metformin 1g modified-release tablets,14,51.52468015,-0.04266905
12768,F84081,57,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,323.76,4256,THE SPITALFIELDS PRACTICE,305.11589,Metformin 500mg tablets,224,51.5173976,-0.0696235
336,F84016,16,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,6.24,190.4,THE MISSION PRACTICE,7.66544,Metformin 850mg tablets,21,51.53137,-0.05648
480,F84062,2,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,12.18,160,THE CHRISP STREET HTH CTR,11.67681,Metformin 500mg tablets,240,51.5141762,-0.0143071
756,F84062,3,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,19.17,252,THE CHRISP STREET HTH CTR,18.06142,Metformin 500mg tablets,252,51.5141762,-0.0143071
56,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,3.96,37.33333,CITY SQUARE MEDICAL GROUP,4.17291,Sukkarto SR 1000mg tablets,14,51.5139726,-0.0550705
280,F84087,5,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,12.4,93.33333,HARFORD HEALTH CENTRE,11.72086,Sukkarto SR 500mg tablets,56,51.51835505,-0.03830635
672,F84087,4,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,17.04,224,HARFORD HEALTH CENTRE,16.07113,Metformin 500mg tablets,168,51.51835505,-0.03830635
336,F84081,6,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,9.72,112,THE SPITALFIELDS PRACTICE,9.21344,Metformin 500mg modified-release tablets,56,51.5173976,-0.0696235
308,F84083,44,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,7.92,102.66667,BETHNAL GREEN HEALTH CTR.,12.39223,Metformin 500mg tablets,7,51.5269199,-0.06426
168,F84044,6,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,7.44,56,HARLEY GROVE MEDICAL CTR.,7.66972,Sukkarto SR 500mg tablets,28,51.5285212,-0.0288617
6720,F84044,60,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,170.4,2240,HARLEY GROVE MEDICAL CTR.,160.95931,Metformin 500mg tablets,112,51.5285212,-0.0288617
2016,F84044,12,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,51.12,672,HARLEY GROVE MEDICAL CTR.,48.21339,Metformin 500mg tablets,168,51.5285212,-0.0288617
252,F84079,12,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Dec,6.36,84,THE WAPPING GROUP PRACTICE,7.32867,Metformin 500mg tablets,21,51.50533401,-0.058222367
15764,F84039,563,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,399.73,5254.66666,GOODMAN'S FIELD HEALTH CENTRE,382.81962,Metformin 500mg tablets,28,51.5130236,-0.0687569
1120,F84718,2,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,208.32,74.66667,THE BLITHEHALE MED.CTR.,196.09366,Metformin 500mg/5ml oral solution sugar free,560,51.52377,-0.0651999
448,F84044,4,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,20.24,298.66667,HARLEY GROVE MEDICAL CTR.,19.07987,Metformin 1g modified-release tablets,112,51.5285212,-0.0288617
112,F84025,2,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Dec,5.06,74.66667,GOUGH WALK PRACTICE,4.78237,Metformin 1g modified-release tablets,56,51.51021763,-0.012408367
742,F84698,53,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,52.47,494.66667,ABERFELDY PRACTICE,55.2911,Sukkarto SR 1000mg tablets,14,51.51448982,-0.004900067
224,F84747,2,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,11.48,112,THE BARKANTINE PRACTICE,10.81865,Sukkarto SR 750mg tablets,112,51.50071373,-0.025713573
9408,F84747,84,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,238.56,3136,THE BARKANTINE PRACTICE,225.34304,Metformin 500mg tablets,112,51.50071373,-0.025713573
1500,F84087,2,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,279,100,HARFORD HEALTH CENTRE,262.34916,Metformin 500mg/5ml oral solution sugar free,750,51.51835505,-0.03830635
336,F84030,3,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,9.72,112,RUSTON STREET CLINIC,9.17624,Metformin 500mg modified-release tablets,112,51.5363018,-0.027021075
840,F84055,10,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Dec,21.3,280,THE GROVE ROAD SURGERY,20.15091,Metformin 500mg tablets,84,51.52979,-0.03887
840,F84062,40,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,21.2,280,THE CHRISP STREET HTH CTR,24.42889,Metformin 500mg tablets,21,51.5141762,-0.0143071
252,F84714,9,Metformin hydrochloride,06: Endocrine System,,23-Dec,6.39,84,ST.PAUL'S WAY MEDICAL CTR,6.11967,Metformin 500mg tablets,28,,
1512,F84031,9,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,27.81,856.8,THE JUBILEE STREET PRACTICE LTD,26.25942,Metformin 850mg tablets,168,51.5135999,-0.05055
56,F84123,8,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Dec,1.44,18.66667,SUTTONS WHARF HEALTH CENTRE,2.25313,Metformin 500mg tablets,7,51.5291892,-0.0417677
336,F84718,8,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,8.56,112,THE BLITHEHALE MED.CTR.,8.94757,Metformin 500mg tablets,42,51.52377,-0.0651999
140,F84083,20,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,4,46.66667,BETHNAL GREEN HEALTH CTR.,6.00892,Metformin 500mg modified-release tablets,7,51.5269199,-0.06426
672,F84083,2,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,19.44,224,BETHNAL GREEN HEALTH CTR.,18.30288,Metformin 500mg modified-release tablets,336,51.5269199,-0.06426
280,F84062,20,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,5.2,158.66667,THE CHRISP STREET HTH CTR,7.1372,Metformin 850mg tablets,14,51.5141762,-0.0143071
120,F84656,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 9WU,23-Dec,71.36,0,DOCKLANDS MEDICAL CENTRE,67.10726,Vildagliptin 50mg / Metformin 850mg tablets,120,51.4911493,-0.0211539
300,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,7.61,100,THE JUBILEE STREET PRACTICE LTD,7.26756,Metformin 500mg tablets,300,51.5135999,-0.05055
427,F84031,61,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,10.98,142.33333,THE JUBILEE STREET PRACTICE LTD,17.18013,Metformin 500mg tablets,7,51.5135999,-0.05055
120,F84031,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E1 0LS,23-Dec,71.36,0,THE JUBILEE STREET PRACTICE LTD,67.10726,Vildagliptin 50mg / Metformin 1g tablets,120,51.5135999,-0.05055
9996,F84122,357,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,253.47,3332,XX PLACE HEALTH CENTRE,242.74708,Metformin 500mg tablets,28,51.52468015,-0.04266905
336,F84122,6,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,15.18,224,XX PLACE HEALTH CENTRE,14.3471,Metformin 1g modified-release tablets,56,51.52468015,-0.04266905
224,F84051,2,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,6.48,74.66667,STROUTS PLACE MEDICAL CENTRE,6.11749,Metformin 500mg modified-release tablets,112,51.52948,-0.0741499
1680,F84118,5,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,42.6,560,WELLINGTON WAY HEALTH CENTRE,40.11583,Metformin 500mg tablets,336,51.52589465,-0.02501745
1232,F84034,44,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Dec,35.64,410.66667,ST.STEPHENS HEALTH CENTRE,38.45542,Metformin 500mg modified-release tablets,28,51.5321726,-0.03100495
28,F84710,4,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,0.8,9.33333,ISLAND HEALTH,1.20178,Metformin 500mg modified-release tablets,7,51.4953206,-0.0131985
112,F84081,8,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,2.08,63.46667,THE SPITALFIELDS PRACTICE,2.85488,Metformin 850mg tablets,14,51.5173976,-0.0696235
672,F84016,4,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,17.04,224,THE MISSION PRACTICE,16.07113,Metformin 500mg tablets,168,51.53137,-0.05648
448,F84698,32,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,11.52,149.33333,ABERFELDY PRACTICE,14.42826,Metformin 500mg tablets,14,51.51448982,-0.004900067
154,F84747,11,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,2.86,87.26667,THE BARKANTINE PRACTICE,3.92546,Metformin 850mg tablets,14,51.50071373,-0.025713573
56,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Dec,3.97,37.33333,ST. KATHERINE'S DOCK PRACTICE,3.74512,Sukkarto SR 1000mg tablets,56,51.5071804,-0.0682198
336,F84031,6,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,23.82,224,THE JUBILEE STREET PRACTICE LTD,22.4707,Sukkarto SR 1000mg tablets,56,51.5135999,-0.05055
2100,F84122,25,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,53.25,700,XX PLACE HEALTH CENTRE,50.37728,Metformin 500mg tablets,84,51.52468015,-0.04266905
112,F84081,8,Metformin hydrochloride/sitagliptin,06: Endocrine System,E1 5PB,23-Dec,66.56,56,THE SPITALFIELDS PRACTICE,63.48096,Metformin 1g / Sitagliptin 50mg tablets,14,51.5173976,-0.0696235
1456,F84030,52,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,36.92,485.33333,RUSTON STREET CLINIC,35.35812,Metformin 500mg tablets,28,51.5363018,-0.027021075
3584,F84030,16,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,90.88,1194.66667,RUSTON STREET CLINIC,85.64657,Metformin 500mg tablets,224,51.5363018,-0.027021075
1792,F84034,8,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Dec,51.84,597.33333,ST.STEPHENS HEALTH CENTRE,48.84076,Metformin 500mg modified-release tablets,224,51.5321726,-0.03100495
56,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Dec,6.4,28,TREDEGAR PRACTICE,6.02988,Metformin 750mg modified-release tablets,56,51.53114,-0.03161
504,F84698,18,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,23.3,168,ABERFELDY PRACTICE,23.73058,Sukkarto SR 500mg tablets,28,51.51448982,-0.004900067
112,F84054,2,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,5.06,74.66667,THE LIMEHOUSE PRACTICE,4.78237,Metformin 1g modified-release tablets,56,51.5112472,-0.0287506
56,F84747,1,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,100.18,37.33333,THE BARKANTINE PRACTICE,94.20471,Metformin 1g tablets,56,51.50071373,-0.025713573
448,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Dec,11.36,149.33333,ST. KATHERINE'S DOCK PRACTICE,10.69342,Metformin 500mg tablets,448,51.5071804,-0.0682198
224,F84087,16,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,9.92,74.66667,HARFORD HEALTH CENTRE,11.12549,Sukkarto SR 500mg tablets,14,51.51835505,-0.03830635
1008,F84081,3,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,25.56,336,THE SPITALFIELDS PRACTICE,24.0695,Metformin 500mg tablets,336,51.5173976,-0.0696235
420,F84051,12,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,10.68,140,STROUTS PLACE MEDICAL CENTRE,11.39046,Metformin 500mg tablets,35,51.52948,-0.0741499
1232,F84044,22,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,31.24,410.66667,HARLEY GROVE MEDICAL CTR.,29.64561,Metformin 500mg tablets,56,51.5285212,-0.0288617
728,F84044,52,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,18.72,242.66667,HARLEY GROVE MEDICAL CTR.,23.44592,Metformin 500mg tablets,14,51.5285212,-0.0288617
168,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,3.09,95.2,WELLINGTON WAY HEALTH CENTRE,2.91771,Metformin 850mg tablets,168,51.52589465,-0.02501745
168,F84025,1,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Dec,3.09,95.2,GOUGH WALK PRACTICE,2.91771,Metformin 850mg tablets,168,51.51021763,-0.012408367
56,F84647,1,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Dec,2.48,18.66667,ROSERTON STREET SURGERY,2.34417,Sukkarto SR 500mg tablets,56,51.4983713,-0.01008765
120,F84647,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 3PG,23-Dec,71.36,0,ROSERTON STREET SURGERY,67.10726,Vildagliptin 50mg / Metformin 1g tablets,120,51.4983713,-0.01008765
168,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,7.59,112,THE CHRISP STREET HTH CTR,7.14875,Metformin 1g modified-release tablets,168,51.5141762,-0.0143071
560,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,14.2,186.66667,GOODMAN'S FIELD HEALTH CENTRE,13.37608,Metformin 500mg tablets,280,51.5130236,-0.0687569
336,F84016,16,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,9.76,112,THE MISSION PRACTICE,10.97505,Metformin 500mg modified-release tablets,21,51.53137,-0.05648
112,F84016,2,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,2.06,63.46667,THE MISSION PRACTICE,1.96168,Metformin 850mg tablets,56,51.53137,-0.05648
784,Y03023,7,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,55.58,522.66667,ST ANDREWS HEALTH CENTRE,52.34482,Sukkarto SR 1000mg tablets,112,51.5238708,-0.014907
280,Y03023,5,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,19.85,186.66667,ST ANDREWS HEALTH CENTRE,18.72558,Sukkarto SR 1000mg tablets,56,51.5238708,-0.014907
5600,F84118,50,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,162,1866.66666,WELLINGTON WAY HEALTH CENTRE,152.93737,Metformin 500mg modified-release tablets,112,51.52589465,-0.02501745
168,F84079,3,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Dec,7.59,112,THE WAPPING GROUP PRACTICE,7.17355,Metformin 1g modified-release tablets,56,51.50533401,-0.058222367
280,F84122,20,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jan,13.8,186.66667,XX PLACE HEALTH CENTRE,15.2567,Metformin 1g modified-release tablets,14,51.52468015,-0.04266905
336,F84081,3,Metformin hydrochloride,06: Endocrine System,E1 5PB,24-Jan,5.94,190.4,THE SPITALFIELDS PRACTICE,5.6366,Metformin 850mg tablets,112,51.5173976,-0.0696235
56,F84016,8,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jan,2.72,37.33333,THE MISSION PRACTICE,3.46323,Metformin 1g modified-release tablets,7,51.53137,-0.05648
