TOTAL_QUANTITY,PRACTICE_CODE,ITEMS,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CHAPTER_PLUS_CODE,POSTCODE,YEAR_MONTH,NIC,ADQUSAGE,PRACTICE_NAME,ACTUAL_COST,BNF_DESCRIPTION,QUANTITY,PRACTICE_LATITUDE,PRACTICE_LONGITUDE
112,F84087,1,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,3.84,37.33333,HARFORD HEALTH CENTRE,3.72289,Glucophage 500mg tablets,112,51.51835505,-0.03830635
672,F84016,4,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,12.36,380.8,THE MISSION PRACTICE,11.67085,Metformin 850mg tablets,168,51.53137,-0.05648
224,F84696,2,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Dec,9.92,74.66667,TREDEGAR PRACTICE,9.35189,Sukkarto SR 500mg tablets,112,51.53114,-0.03161
1008,F84710,18,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,25.56,336,ISLAND HEALTH,24.2555,Metformin 500mg tablets,56,51.4953206,-0.0131985
220,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,5.58,73.33333,ISLAND HEALTH,5.35889,Metformin 500mg tablets,220,51.4953206,-0.0131985
210,F84656,15,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,9.3,70,DOCKLANDS MEDICAL CENTRE,10.43015,Sukkarto SR 500mg tablets,14,51.4911493,-0.0211539
224,F84012,2,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,4.12,126.93333,ALBION HEALTH CENTRE,3.89855,Metformin 850mg tablets,112,51.51994993,-0.057492667
168,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,4.86,56,CITY SQUARE MEDICAL GROUP,4.58192,Metformin 500mg modified-release tablets,168,51.5139726,-0.0550705
168,F84039,3,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,300.54,112,GOODMAN'S FIELD HEALTH CENTRE,282.61413,Metformin 1g tablets,56,51.5130236,-0.0687569
168,F84123,1,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Dec,3.09,95.2,SUTTONS WHARF HEALTH CENTRE,2.91771,Metformin 850mg tablets,168,51.5291892,-0.0417677
112,F84055,8,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Dec,5.04,74.66667,THE GROVE ROAD SURGERY,5.63796,Metformin 1g modified-release tablets,14,51.52979,-0.03887
112,F84647,2,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Dec,2.84,37.33333,ROSERTON STREET SURGERY,2.69506,Metformin 500mg tablets,56,51.4983713,-0.01008765
308,F84030,22,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,7.92,102.66667,RUSTON STREET CLINIC,9.91943,Metformin 500mg tablets,14,51.5363018,-0.027021075
224,F84118,2,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,10.12,149.33333,WELLINGTON WAY HEALTH CENTRE,9.53993,Metformin 1g modified-release tablets,112,51.52589465,-0.02501745
1904,F84034,34,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Dec,48.28,634.66667,ST.STEPHENS HEALTH CENTRE,45.81594,Metformin 500mg tablets,56,51.5321726,-0.03100495
1344,F84710,48,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,38.88,448,ISLAND HEALTH,41.95137,Metformin 500mg modified-release tablets,28,51.4953206,-0.0131985
1120,F84062,10,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,49.6,373.33333,THE CHRISP STREET HTH CTR,46.75944,Sukkarto SR 500mg tablets,112,51.5141762,-0.0143071
560,F84039,16,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,14.24,186.66667,GOODMAN'S FIELD HEALTH CENTRE,15.18729,Metformin 500mg tablets,35,51.5130236,-0.0687569
504,F84044,2,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,12.78,168,HARLEY GROVE MEDICAL CTR.,12.04095,Metformin 500mg tablets,252,51.5285212,-0.0288617
336,F84030,2,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,9.72,112,RUSTON STREET CLINIC,9.16384,Metformin 500mg modified-release tablets,168,51.5363018,-0.027021075
252,F84118,12,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,7.32,84,WELLINGTON WAY HEALTH CENTRE,8.23129,Metformin 500mg modified-release tablets,21,51.52589465,-0.02501745
960,F84025,4,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Dec,24.36,320,GOUGH WALK PRACTICE,23.35362,Metformin 500mg tablets,240,51.51021763,-0.012408367
60,F84025,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 0EY,23-Dec,35.68,0,GOUGH WALK PRACTICE,33.55983,Vildagliptin 50mg / Metformin 850mg tablets,60,51.51021763,-0.012408367
9716,F84054,347,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,246.37,3238.66666,THE LIMEHOUSE PRACTICE,235.94744,Metformin 500mg tablets,28,51.5112472,-0.0287506
1848,F84747,11,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,46.86,616,THE BARKANTINE PRACTICE,44.19561,Metformin 500mg tablets,168,51.50071373,-0.025713573
672,F84747,3,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,19.44,224,THE BARKANTINE PRACTICE,18.31528,Metformin 500mg modified-release tablets,224,51.50071373,-0.025713573
882,F84016,42,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,22.26,294,THE MISSION PRACTICE,25.65034,Metformin 500mg tablets,21,51.53137,-0.05648
1260,F84044,15,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,23.25,714,HARLEY GROVE MEDICAL CTR.,23.54636,Metformin 850mg tablets,84,51.5285212,-0.0288617
12992,F84034,58,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Dec,329.44,4330.66666,ST.STEPHENS HEALTH CENTRE,310.4688,Metformin 500mg tablets,224,51.5321726,-0.03100495
84,F84062,4,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,4.32,42,THE CHRISP STREET HTH CTR,4.5114,Sukkarto SR 750mg tablets,21,51.5141762,-0.0143071
240,F84054,1,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,6.09,80,THE LIMEHOUSE PRACTICE,5.8384,Metformin 500mg tablets,240,51.5112472,-0.0287506
168,F84656,1,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,11.91,112,DOCKLANDS MEDICAL CENTRE,11.21055,Sukkarto SR 1000mg tablets,168,51.4911493,-0.0211539
252,F84718,3,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,4.65,142.8,THE BLITHEHALE MED.CTR.,4.70927,Metformin 850mg tablets,84,51.52377,-0.0651999
448,F84051,2,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,12.96,149.33333,STROUTS PLACE MEDICAL CENTRE,12.21019,Metformin 500mg modified-release tablets,224,51.52948,-0.0741499
1176,F84016,21,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,29.82,392,THE MISSION PRACTICE,28.29808,Metformin 500mg tablets,56,51.53137,-0.05648
84,F84118,3,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,5.97,56,WELLINGTON WAY HEALTH CENTRE,5.95038,Sukkarto SR 1000mg tablets,28,51.52589465,-0.02501745
84,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,2.43,28,ISLAND HEALTH,2.39716,Metformin 500mg modified-release tablets,84,51.4953206,-0.0131985
448,F84062,8,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,20.24,298.66667,THE CHRISP STREET HTH CTR,19.12947,Metformin 1g modified-release tablets,56,51.5141762,-0.0143071
168,F84062,4,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,4.28,56,THE CHRISP STREET HTH CTR,4.47379,Metformin 500mg tablets,42,51.5141762,-0.0143071
168,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Dec,4.26,56,ST. KATHERINE'S DOCK PRACTICE,4.01778,Metformin 500mg tablets,168,51.5071804,-0.0682198
672,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Dec,17.04,224,ST. KATHERINE'S DOCK PRACTICE,16.03393,Metformin 500mg tablets,672,51.5071804,-0.0682198
3024,F84012,18,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,76.68,1008,ALBION HEALTH CENTRE,72.32009,Metformin 500mg tablets,168,51.51994993,-0.057492667
252,F84012,12,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,4.68,142.8,ALBION HEALTH CENTRE,5.74908,Metformin 850mg tablets,21,51.51994993,-0.057492667
224,F84122,2,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,4.12,126.93333,XX PLACE HEALTH CENTRE,3.89855,Metformin 850mg tablets,112,51.52468015,-0.04266905
168,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,7.44,56,XX PLACE HEALTH CENTRE,7.00772,Sukkarto SR 500mg tablets,168,51.52468015,-0.04266905
112,F84081,4,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,4.96,37.33333,THE SPITALFIELDS PRACTICE,5.11314,Sukkarto SR 500mg tablets,28,51.5173976,-0.0696235
112,F84030,1,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,2.06,63.46667,RUSTON STREET CLINIC,1.94928,Metformin 850mg tablets,112,51.5363018,-0.027021075
56,F84031,4,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,2.52,37.33333,THE JUBILEE STREET PRACTICE LTD,2.81898,Metformin 1g modified-release tablets,14,51.5135999,-0.05055
112,F84118,8,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,7.92,74.66667,WELLINGTON WAY HEALTH CENTRE,8.34583,Sukkarto SR 1000mg tablets,14,51.52589465,-0.02501745
2016,F84054,18,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,51.12,672,THE LIMEHOUSE PRACTICE,48.28779,Metformin 500mg tablets,112,51.5112472,-0.0287506
224,F84087,1,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,6.48,74.66667,HARFORD HEALTH CENTRE,6.10509,Metformin 500mg modified-release tablets,224,51.51835505,-0.03830635
1344,F84087,16,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,34.08,448,HARFORD HEALTH CENTRE,32.24146,Metformin 500mg tablets,84,51.51835505,-0.03830635
112,F84081,1,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,200.36,74.66667,THE SPITALFIELDS PRACTICE,188.39702,Metformin 1g tablets,112,51.5173976,-0.0696235
180,F84718,1,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,4.56,60,THE BLITHEHALE MED.CTR.,4.39985,Metformin 500mg tablets,180,51.52377,-0.0651999
42,F84118,3,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,0.78,23.8,WELLINGTON WAY HEALTH CENTRE,1.07058,Metformin 850mg tablets,14,51.52589465,-0.02501745
28,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,0.52,15.86667,THE CHRISP STREET HTH CTR,0.60132,Metformin 850mg tablets,28,51.5141762,-0.0143071
56,F84054,8,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,1.6,18.66667,THE LIMEHOUSE PRACTICE,2.40357,Metformin 500mg modified-release tablets,7,51.5112472,-0.0287506
784,F84012,7,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,22.68,261.33333,ALBION HEALTH CENTRE,21.41123,Metformin 500mg modified-release tablets,112,51.51994993,-0.057492667
1008,F84122,4,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,18.56,571.2,XX PLACE HEALTH CENTRE,17.90028,Metformin 850mg tablets,252,51.52468015,-0.04266905
560,F84087,10,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,39.7,373.33333,HARFORD HEALTH CENTRE,37.45116,Sukkarto SR 1000mg tablets,56,51.51835505,-0.03830635
588,F84718,7,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,14.91,196,THE BLITHEHALE MED.CTR.,14.10564,Metformin 500mg tablets,84,51.52377,-0.0651999
600,F84083,1,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,111.6,40,BETHNAL GREEN HEALTH CTR.,104.94215,Metformin 500mg/5ml oral solution sugar free,600,51.5269199,-0.06426
2016,F84051,12,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,51.12,672,STROUTS PLACE MEDICAL CENTRE,48.21339,Metformin 500mg tablets,168,51.52948,-0.0741499
84,Y03023,4,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,1.56,47.6,ST ANDREWS HEALTH CENTRE,1.91636,Metformin 850mg tablets,21,51.5238708,-0.014907
56,F84062,4,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,2.88,28,THE CHRISP STREET HTH CTR,3.15746,Sukkarto SR 750mg tablets,14,51.5141762,-0.0143071
168,F84079,1,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Dec,3.09,95.2,THE WAPPING GROUP PRACTICE,2.91771,Metformin 850mg tablets,168,51.50533401,-0.058222367
56,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,1.04,31.73333,CITY SQUARE MEDICAL GROUP,1.42744,Metformin 850mg tablets,14,51.5139726,-0.0550705
280,F84114,5,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,19.85,186.66667,CITY SQUARE MEDICAL GROUP,18.72558,Sukkarto SR 1000mg tablets,56,51.5139726,-0.0550705
280,F84114,5,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,8.1,93.33333,CITY SQUARE MEDICAL GROUP,7.67787,Metformin 500mg modified-release tablets,56,51.5139726,-0.0550705
180,F84081,2,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,4.56,60,THE SPITALFIELDS PRACTICE,4.51225,Metformin 500mg tablets,90,51.5173976,-0.0696235
168,F84123,8,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Dec,4.24,56,SUTTONS WHARF HEALTH CENTRE,4.88578,Metformin 500mg tablets,21,51.5291892,-0.0417677
13888,F84118,124,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,352.16,4629.33333,WELLINGTON WAY HEALTH CENTRE,332.64924,Metformin 500mg tablets,112,51.52589465,-0.02501745
84,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Dec,2.13,28,TREDEGAR PRACTICE,2.01509,Metformin 500mg tablets,84,51.53114,-0.03161
294,F84747,21,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,13.02,98,THE BARKANTINE PRACTICE,14.6022,Sukkarto SR 500mg tablets,14,51.50071373,-0.025713573
112,F84081,1,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,5.06,74.66667,THE SPITALFIELDS PRACTICE,4.76997,Metformin 1g modified-release tablets,112,51.5173976,-0.0696235
672,F84081,32,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,16.96,224,THE SPITALFIELDS PRACTICE,19.54311,Metformin 500mg tablets,21,51.5173976,-0.0696235
392,F84123,7,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Dec,9.94,130.66667,SUTTONS WHARF HEALTH CENTRE,9.43269,Metformin 500mg tablets,56,51.5291892,-0.0417677
26880,Y03023,80,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,681.6,8959.99999,ST ANDREWS HEALTH CENTRE,641.85324,Metformin 500mg tablets,336,51.5238708,-0.014907
1848,F84698,11,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,46.86,616,ABERFELDY PRACTICE,44.19561,Metformin 500mg tablets,168,51.51448982,-0.004900067
112,F84747,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E14 8JH,23-Dec,66.52,56,THE BARKANTINE PRACTICE,62.55655,Metformin 1g / Sitagliptin 50mg tablets,112,51.50071373,-0.025713573
300,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,55.8,20,THE JUBILEE STREET PRACTICE LTD,52.47727,Metformin 500mg/5ml oral solution sugar free,300,51.5135999,-0.05055
56,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,5.22,18.66667,XX PLACE HEALTH CENTRE,4.9204,Metabet SR 500mg tablets (Morningside),56,51.52468015,-0.04266905
252,F84039,12,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,6.36,84,GOODMAN'S FIELD HEALTH CENTRE,7.32867,Metformin 500mg tablets,21,51.5130236,-0.0687569
112,F84698,8,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,5.04,74.66667,ABERFELDY PRACTICE,5.63796,Metformin 1g modified-release tablets,14,51.51448982,-0.004900067
168,F84698,3,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Dec,11.91,112,ABERFELDY PRACTICE,11.23535,Sukkarto SR 1000mg tablets,56,51.51448982,-0.004900067
56,F84710,4,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Dec,100.2,37.33333,ISLAND HEALTH,94.66072,Metformin 1g tablets,14,51.4953206,-0.0131985
504,F84054,2,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,14.58,168,THE LIMEHOUSE PRACTICE,13.93336,Metformin 500mg modified-release tablets,252,51.5112472,-0.0287506
1652,F84122,118,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,42.48,550.66667,XX PLACE HEALTH CENTRE,53.2042,Metformin 500mg tablets,14,51.52468015,-0.04266905
112,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,7.96,37.33333,GOODMAN'S FIELD HEALTH CENTRE,7.49664,Glucophage SR 500mg tablets,112,51.5130236,-0.0687569
56,F84044,1,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Dec,6.4,28,HARLEY GROVE MEDICAL CTR.,6.02988,Metformin 750mg modified-release tablets,56,51.5285212,-0.0288617
280,F84030,2,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,7.1,93.33333,RUSTON STREET CLINIC,6.70044,Metformin 500mg tablets,140,51.5363018,-0.027021075
112,F84696,8,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Dec,2.08,63.46667,TREDEGAR PRACTICE,2.85488,Metformin 850mg tablets,14,51.53114,-0.03161
168,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,11.91,112,XX PLACE HEALTH CENTRE,11.21055,Sukkarto SR 1000mg tablets,168,51.52468015,-0.04266905
336,F84081,3,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,14.88,112,THE SPITALFIELDS PRACTICE,14.02783,Sukkarto SR 500mg tablets,112,51.5173976,-0.0696235
560,F84051,5,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,39.7,373.33333,STROUTS PLACE MEDICAL CENTRE,37.38916,Sukkarto SR 1000mg tablets,112,51.52948,-0.0741499
56,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,3.83,37.33333,THE MISSION PRACTICE,3.61348,Yaltormin SR 1000mg tablets,56,51.53137,-0.05648
224,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,6.48,74.66667,WELLINGTON WAY HEALTH CENTRE,6.10509,Metformin 500mg modified-release tablets,224,51.52589465,-0.02501745
420,F84118,5,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,10.65,140,WELLINGTON WAY HEALTH CENTRE,10.07546,Metformin 500mg tablets,84,51.52589465,-0.02501745
420,F84118,5,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Dec,7.75,238,WELLINGTON WAY HEALTH CENTRE,7.84879,Metformin 850mg tablets,84,51.52589465,-0.02501745
28,F84747,1,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,3.2,18.66667,THE BARKANTINE PRACTICE,3.02114,Glucophage SR 1000mg tablets,28,51.50071373,-0.025713573
168,F84025,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E14 0EY,23-Dec,99.78,84,GOUGH WALK PRACTICE,93.82862,Metformin 1g / Sitagliptin 50mg tablets,168,51.51021763,-0.012408367
56,F84656,1,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Dec,2.53,37.33333,DOCKLANDS MEDICAL CENTRE,2.39118,Metformin 1g modified-release tablets,56,51.4911493,-0.0211539
112,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,2.06,63.46667,THE JUBILEE STREET PRACTICE LTD,1.94928,Metformin 850mg tablets,112,51.5135999,-0.05055
112,F84733,4,Metformin hydrochloride,06: Endocrine System,E1 6PU,23-Dec,2.84,37.33333,HEALTH E1,2.71986,Metformin 500mg tablets,28,51.51840149,-0.071586891
48160,F84039,215,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,1221.2,16053.33332,GOODMAN'S FIELD HEALTH CENTRE,1150.87573,Metformin 500mg tablets,224,51.5130236,-0.0687569
1008,F84051,6,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,18.54,571.2,STROUTS PLACE MEDICAL CENTRE,17.50628,Metformin 850mg tablets,168,51.52948,-0.0741499
420,Y03023,5,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,12.15,140,ST ANDREWS HEALTH CENTRE,11.9858,Metformin 500mg modified-release tablets,84,51.5238708,-0.014907
480,F84055,2,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Dec,12.18,160,THE GROVE ROAD SURGERY,11.67681,Metformin 500mg tablets,240,51.52979,-0.03887
504,F84114,3,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Dec,35.73,336,CITY SQUARE MEDICAL GROUP,33.63164,Sukkarto SR 1000mg tablets,168,51.5139726,-0.0550705
560,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Dec,104.16,37.33333,GOODMAN'S FIELD HEALTH CENTRE,98.04683,Metformin 500mg/5ml oral solution sugar free,560,51.5130236,-0.0687569
28,F84039,2,Metformin hydrochloride/sitagliptin,06: Endocrine System,E1 8ZF,23-Dec,16.64,14,GOODMAN'S FIELD HEALTH CENTRE,15.87024,Metformin 1g / Sitagliptin 50mg tablets,14,51.5130236,-0.0687569
1624,F84718,116,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,41.76,541.33333,THE BLITHEHALE MED.CTR.,52.30243,Metformin 500mg tablets,14,51.52377,-0.0651999
161,F84055,23,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Dec,4.14,53.66667,THE GROVE ROAD SURGERY,6.47776,Metformin 500mg tablets,7,51.52979,-0.03887
224,F84647,2,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Dec,9.92,74.66667,ROSERTON STREET SURGERY,9.35189,Sukkarto SR 500mg tablets,112,51.4983713,-0.01008765
360,F84062,3,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,9.12,120,THE CHRISP STREET HTH CTR,8.9121,Metformin 500mg tablets,120,51.5141762,-0.0143071
224,F84747,4,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Dec,10.9,74.66667,THE BARKANTINE PRACTICE,10.29811,Sukkarto SR 500mg tablets,56,51.50071373,-0.025713573
336,F84012,2,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,6.18,190.4,ALBION HEALTH CENTRE,5.83543,Metformin 850mg tablets,168,51.51994993,-0.057492667
224,F84122,8,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,9.92,74.66667,XX PLACE HEALTH CENTRE,10.22629,Sukkarto SR 500mg tablets,28,51.52468015,-0.04266905
3136,F84081,14,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Dec,90.72,1045.33333,THE SPITALFIELDS PRACTICE,85.47133,Metformin 500mg modified-release tablets,224,51.5173976,-0.0696235
300,F84083,2,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Dec,176.9,40,BETHNAL GREEN HEALTH CTR.,166.35161,Metformin 1g/5ml oral solution sugar free,150,51.5269199,-0.06426
1200,F84016,2,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,223.2,80,THE MISSION PRACTICE,209.88429,Metformin 500mg/5ml oral solution sugar free,600,51.53137,-0.05648
336,F84030,12,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Dec,9.72,112,RUSTON STREET CLINIC,10.48784,Metformin 500mg modified-release tablets,28,51.5363018,-0.027021075
56,F84118,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E3 4NE,23-Dec,33.26,28,WELLINGTON WAY HEALTH CENTRE,31.28447,Metformin 1g / Sitagliptin 50mg tablets,56,51.52589465,-0.02501745
60,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Dec,12.6,20,THE CHRISP STREET HTH CTR,11.85931,Metformin 500mg oral powder sachets sugar free,60,51.5141762,-0.0143071
672,F84079,24,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Dec,19.44,224,THE WAPPING GROUP PRACTICE,20.97568,Metformin 500mg modified-release tablets,28,51.50533401,-0.058222367
504,F84718,3,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Dec,14.58,168,THE BLITHEHALE MED.CTR.,13.74576,Metformin 500mg modified-release tablets,168,51.52377,-0.0651999
560,Y03023,5,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Dec,24.8,186.66667,ST ANDREWS HEALTH CENTRE,23.37972,Sukkarto SR 500mg tablets,112,51.5238708,-0.014907
1344,F84025,12,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Dec,38.88,448,GOUGH WALK PRACTICE,36.70497,Metformin 500mg modified-release tablets,112,51.51021763,-0.012408367
7504,F84012,67,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Dec,190.28,2501.33333,ALBION HEALTH CENTRE,179.7379,Metformin 500mg tablets,112,51.51994993,-0.057492667
112,F84122,2,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Dec,2.06,63.46667,XX PLACE HEALTH CENTRE,1.96168,Metformin 850mg tablets,56,51.52468015,-0.04266905
140,F84087,5,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Dec,4.05,46.66667,HARFORD HEALTH CENTRE,4.36993,Metformin 500mg modified-release tablets,28,51.51835505,-0.03830635
336,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Dec,8.52,112,STROUTS PLACE MEDICAL CENTRE,8.02317,Metformin 500mg tablets,336,51.52948,-0.0741499
896,F84016,64,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Dec,23.04,298.66667,THE MISSION PRACTICE,28.85652,Metformin 500mg tablets,14,51.53137,-0.05648
490,F84025,14,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Dec,12.46,163.33333,GOUGH WALK PRACTICE,13.28887,Metformin 500mg tablets,35,51.51021763,-0.012408367
140,F84054,20,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Dec,3.6,46.66667,THE LIMEHOUSE PRACTICE,5.63283,Metformin 500mg tablets,7,51.5112472,-0.0287506
336,F84079,16,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Dec,6.24,190.4,THE WAPPING GROUP PRACTICE,7.66544,Metformin 850mg tablets,21,51.50533401,-0.058222367
266,F84031,19,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Dec,4.94,150.73333,THE JUBILEE STREET PRACTICE LTD,6.78034,Metformin 850mg tablets,14,51.5135999,-0.05055
